1.500000000000000000e+01,2.213084557748948994e-02
1.506060606060606055e+01,2.586036721022730994e-02
1.512121212121212110e+01,3.010760172511446967e-02
1.518181818181818166e+01,3.492387560262930762e-02
1.524242424242424221e+01,4.036207621417147590e-02
1.530303030303030276e+01,4.647606591094041728e-02
1.536363636363636331e+01,5.331998456676165232e-02
1.542424242424242387e+01,6.094743971061786919e-02
1.548484848484848442e+01,6.941058634444492725e-02
1.554545454545454497e+01,7.875910188295018322e-02
1.560606060606060552e+01,8.903906531380020861e-02
1.566666666666666607e+01,1.002917535760190076e-01
1.572727272727272663e+01,1.125523721883008310e-01
1.578787878787878718e+01,1.258487412040703024e-01
1.584848484848484773e+01,1.401999614864508359e-01
1.590909090909091006e+01,1.556150899305397406e-01
1.596969696969696884e+01,1.720918554508658882e-01
1.603030303030303116e+01,1.896154501344329002e-01
1.609090909090908994e+01,2.081574317742059255e-01
1.615151515151515227e+01,2.276747748957242412e-01
1.621212121212121104e+01,2.481091072408313503e-01
1.627272727272727337e+01,2.693861673743132013e-01
1.633333333333333215e+01,2.914155165616120202e-01
1.639393939393939448e+01,3.140905342992167393e-01
1.645454545454545325e+01,3.372887218786173036e-01
1.651515151515151558e+01,3.608723321936277983e-01
1.657575757575757436e+01,3.846893367725253143e-01
1.663636363636363669e+01,4.085747328939371981e-01
1.669696969696969546e+01,4.323521848377099852e-01
1.675757575757575779e+01,4.558359840800783047e-01
1.681818181818182012e+01,4.788333038504669625e-01
1.687878787878787890e+01,5.011467142344092629e-01
1.693939393939393767e+01,5.225769152550493457e-01
1.700000000000000000e+01,5.429256374173263566e-01
1.706060606060606233e+01,5.619986523641327114e-01
1.712121212121212110e+01,5.796088308563837055e-01
1.718181818181817988e+01,5.955791814939689344e-01
1.724242424242424221e+01,6.097458016361416711e-01
1.730303030303030454e+01,6.219606719914041459e-01
1.736363636363636331e+01,6.320942283932516892e-01
1.742424242424242564e+01,6.400376483507391745e-01
1.748484848484848442e+01,6.457047959780752855e-01
1.754545454545454675e+01,6.490337767079061848e-01
1.760606060606060552e+01,6.499880625522266309e-01
1.766666666666666785e+01,6.485571593056442818e-01
1.772727272727272663e+01,6.447567986502595883e-01
1.778787878787878896e+01,6.386286502448909053e-01
1.784848484848484773e+01,6.302395611664474151e-01
1.790909090909091006e+01,6.196803421142177415e-01
1.796969696969696884e+01,6.070641311946536334e-01
1.803030303030303116e+01,5.925243765062565560e-01
1.809090909090908994e+01,5.762124878129152306e-01
1.815151515151515227e+01,5.582952150533961877e-01
1.821212121212121104e+01,5.389518170717355616e-01
1.827272727272727337e+01,5.183710876248617261e-01
1.833333333333333215e+01,4.967483073614697986e-01
1.839393939393939448e+01,4.742821900761393650e-01
1.845454545454545325e+01,4.511718892042955731e-01
1.851515151515151558e+01,4.276141263827821781e-01
1.857575757575757436e+01,4.038004981630363144e-01
1.863636363636363669e+01,3.799150098824985999e-01
1.869696969696969546e+01,3.561318775654863655e-01
1.875757575757575779e+01,3.326136298505341093e-01
1.881818181818182012e+01,3.095095326510571843e-01
1.887878787878787890e+01,2.869543498701166984e-01
1.893939393939393767e+01,2.650674443131907365e-01
1.900000000000000000e+01,2.439522142534102100e-01
1.906060606060606233e+01,2.236958531446612553e-01
1.912121212121212110e+01,2.043694129496326506e-01
1.918181818181817988e+01,1.860281456053709259e-01
1.924242424242424221e+01,1.687120923915752246e-01
1.930303030303030454e+01,1.524468874503184801e-01
1.936363636363636331e+01,1.372447394359316841e-01
1.942424242424242564e+01,1.231055542121969465e-01
1.948484848484848442e+01,1.100181615838620591e-01
1.954545454545454675e+01,9.796161014167127645e-02
1.960606060606060552e+01,8.690649628060978515e-02
1.966666666666666785e+01,7.681629616815739692e-02
1.972727272727272663e+01,6.764867273177237184e-02
1.978787878787878896e+01,5.935673343818154840e-02
1.984848484848484773e+01,5.189021859108475243e-02
1.990909090909091006e+01,4.519660392742902433e-02
1.996969696969696884e+01,3.922210530868312783e-02
2.003030303030303116e+01,3.391257716305025316e-02
2.009090909090908994e+01,2.921429993800530797e-02
2.015151515151515227e+01,2.507465509163463863e-02
2.021212121212121104e+01,2.144268902934595364e-02
2.027272727272727337e+01,1.826956984357194780e-02
2.033333333333333570e+01,1.550894272159712012e-02
2.039393939393939448e+01,1.311719145127193502e-02
2.045454545454545325e+01,1.105361459182620243e-02
2.051515151515151558e+01,9.280525615028156414e-03
2.057575757575757791e+01,7.763286697750049897e-03
2.063636363636363669e+01,6.470285904366561772e-03
2.069696969696969546e+01,5.372867284072633393e-03
2.075757575757575779e+01,4.445222973498729954e-03
2.081818181818182012e+01,3.664255787784152091e-03
2.087878787878787890e+01,3.009420050205992639e-03
2.093939393939393767e+01,2.462547594662877360e-03
2.100000000000000000e+01,2.007665015353910475e-03
